,price,mileage,transmission,emission_class,fuel,link,co2,brand,model,warranty,year,brand_model
5750,44990.0,1589.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-life-business-15-etsi-110-kw-150-pk-7-versnellingen-dsg-demo/id/4856355,133.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5751,28490.0,83991.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-dsg-150pk-life-navigatie-apple-carplayandroid-auto-parkeersensoren-adaptive-cruise-control-wegklapbare-trekhaak-stoel-en-stuurverwarming-ledverlichting-getinte-ramen-climate-control/id/4856125,157.0,volkswagen,Tiguan,0.0,2021.0,volkswagen Tiguan
5752,12700.0,102253.0,manual,Euro 6b,petrol,https://gocar.be/en/cars/volkswagen/tiguan/14-tsi-r-line-sport-cuirtoitpanogpssensor/id/4857024,149.0,volkswagen,Tiguan,12.0,2015.0,volkswagen Tiguan
5753,35495.0,27000.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-etsi-110kw-life-zetel-en-stuurwielverwarming-camera-acc-carplay/id/4855719,140.0,volkswagen,Tiguan,0.0,2024.0,volkswagen Tiguan
5754,35495.0,28000.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-etsi-110kw-life-zetel-en-stuurwielverwarming-camera-acc-carplay/id/4855712,140.0,volkswagen,Tiguan,0.0,2024.0,volkswagen Tiguan
5755,40990.0,33400.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-business-premium-14-tsi-ehybrid-180-kw-245-pk-6-versnellingen-dsg/id/4855323,42.0,volkswagen,Tiguan,24.0,2022.0,volkswagen Tiguan
5756,23950.0,117000.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/tiguan/20-tdi-dsgcarplaycameraled1er-propgarantie/id/4855395,131.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
5757,36950.0,59780.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-r-line-business-premium-15-tsi-110-kw-150-ch-7-vitesses-dsg/id/4855819,158.0,volkswagen,Tiguan,12.0,2023.0,volkswagen Tiguan
5758,42999.0,36000.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-etsi-opf-dsg-r-line/id/4855533,151.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
5759,37995.0,77482.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/20-tsi-245-pk-dsg-r-line-4motion-memory-seats-panodak-sfeerverlichting-acc/id/4855537,165.0,volkswagen,Tiguan,0.0,2021.0,volkswagen Tiguan
5760,34099.0,76124.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/tiguan/20-tdi-r-line-4motion/id/4854176,172.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
5761,34499.0,30126.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-dsg-r-line-auto-benzine-nav-pano-garantie/id/4854110,133.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
5762,29990.0,63678.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-life-dsg-2y-warranty/id/4853738,130.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
5764,37970.0,29072.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-etsi-150-pk-mhev-united-automaat-elektrisch-wegklapbare-trekhaak-elektrishce-kofferklep/id/4854251,139.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5765,36500.0,64574.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/r-line-business-premium-15-tsi-150-pk-dsg/id/4851901,132.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
5766,33900.0,56900.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15tsi-dsg-r-line-gps-cam-trekh-black-pack/id/4852593,149.0,volkswagen,Tiguan,0.0,2022.0,volkswagen Tiguan
5767,68015.0,7500.0,automatic,Euro 6,diesel,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-r-line-business-premium-20-tdi-scr-110-kw-150-ch-7-vitesses-dsg/id/4852722,146.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5768,34890.0,88231.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/14-tsi-ehybrid-245pk-dsg-r-line-platinum-panoramadak-trekhaak-navigatie-apple-carplayandroid-auto-camera-parkeersensoren-adaptive-cruise-control-matrix-ledverlichting-stoel-en-stuurverwarming-climate-control/id/4841268,42.0,volkswagen,Tiguan,0.0,2022.0,volkswagen Tiguan
5769,20750.0,111021.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/comfortline-15-tsi-act-opf-110-kw-150-ch-7-vitesses-dsg/id/4838525,160.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
5770,54990.0,10.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-ehybrid-15-tsi-272-pk-dsg-open-dak-camera-acc-apple-carplay/id/4837816,10.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5771,21990.0,99528.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-act-r-line-dsg-gar-12-mois/id/4837437,172.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
5772,54990.0,10.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-ehybrid-15-tsi-272-pk-dsg-open-dak-camera-acc-apple-carplay/id/4837803,10.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5773,54990.0,10.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-ehybrid-15-tsi-272-pk-dsg-open-dak-camera-acc-apple-carplay/id/4837804,10.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5774,54990.0,10.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-ehybrid-15-tsi-272-pk-dsg-open-dak-camera-acc-apple-carplay/id/4837818,10.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5775,54990.0,10.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-ehybrid-15-tsi-272-pk-dsg-open-dak-camera-acc-apple-carplay/id/4837821,10.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5776,54990.0,10.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-ehybrid-15-tsi-272-pk-dsg-open-dak-camera-acc-apple-carplay/id/4837823,10.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5777,39990.0,10.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/life-15-etsi-mhev-150-pk-dsg-7-acc-camera-apple-carplay/id/4837825,134.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5778,54990.0,10.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-ehybrid-15-tsi-272-pk-dsg-open-dak-camera-acc-apple-carplay/id/4837824,10.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5779,54990.0,10.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-ehybrid-15-tsi-272-pk-dsg-open-dak-camera-acc-apple-carplay/id/4837831,10.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5780,54990.0,10.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-ehybrid-15-tsi-272-pk-dsg-open-dak-camera-acc-apple-carplay/id/4837829,10.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5781,39985.0,12438.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-r-line-business-premium-15tsi-150pk-automaatpano-dakalcantarapdcnaviapp-connect/id/4837870,158.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
5782,23650.0,132098.0,automatic,Euro 5,diesel,https://gocar.be/en/cars/volkswagen/tiguan/20-tdi-140kw-dsg-4motion/id/4833017,144.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
5783,20990.0,108562.0,manual,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/tiguan/comfortlinegpscarplaycapteurs-avarsieges-av-chauff/id/4828824,138.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
5784,28790.0,109886.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-150pk-dsg-r-line-platinum-panoramadak-navigatie-apple-carplayandroid-auto-camera-parkeersensoren-adaptive-cruise-control-leder-memory-stoelen-stoelverwarming-elektrische-achterklep-climate-control-virtual-cockpit/id/4830154,134.0,volkswagen,Tiguan,0.0,2020.0,volkswagen Tiguan
5785,36990.0,24901.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/automaat150pkcamerasensorencarplaytopwaybe/id/4829073,140.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
5786,35990.0,12907.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/life-15etsi-mhev-96kw131cv-dsg/id/4829097,140.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
5787,38990.0,7029.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/elegance-15-etsi-dsg/id/4830046,143.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5788,32990.0,45236.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/elegance-15-tsi-150-pk-dsg-automaat/id/4827259,130.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
5789,59990.0,7500.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-r-line-business-premium-15-etsi-110-kw-150-ch-7-vitesses-dsg/id/4827462,148.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5790,22990.0,72938.0,manual,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/tiguan/life-20tdi-122pk-naviapp-connectblthadaptive-cruise/id/4826089,134.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
5791,23995.0,108017.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/volkswagen/tiguan/comfortline-15tsi-act-dsg7-comfortline-15tsi-act-dsg7-gps-leder-carplay-camera-pdc-pano-dak-cruiseacc-alu-17-trekhaak/id/4826376,162.0,volkswagen,Tiguan,0.0,2020.0,volkswagen Tiguan
5792,23499.0,83000.0,automatic,Euro 6b,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-14-tsi-act-r-linetoitpanoramique/id/4826790,125.0,volkswagen,Tiguan,0.0,2018.0,volkswagen Tiguan
5793,22500.0,64000.0,manual,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-carplaycamera1er-proprietairegarantie/id/4825517,128.0,volkswagen,Tiguan,12.0,2019.0,volkswagen Tiguan
5794,15390.0,130700.0,manual,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/14-tsi-garantie-laneass-frontass-pdc-trekhaak/id/4825377,137.0,volkswagen,Tiguan,12.0,2017.0,volkswagen Tiguan
5795,13450.0,134300.0,manual,Euro 6b,petrol,https://gocar.be/en/cars/volkswagen/tiguan/14-tsi-150pk-el-trekhaak-pano-dak-parkeersensoren-va/id/4825632,149.0,volkswagen,Tiguan,12.0,2016.0,volkswagen Tiguan
5796,45990.0,25000.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-tiguan-15-tsi-ehybrid-phev-r-line-dsg-150-kw/id/4822867,10.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
5797,21750.0,95936.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/14tsi-150pk-dsgcomfort1ste-eigenaarongevalvrij/id/4824407,139.0,volkswagen,Tiguan,12.0,2018.0,volkswagen Tiguan
5798,19990.0,63787.0,manual,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/comfortline-14tsinavicamsgsmemoirechtoitouvr/id/4823291,149.0,volkswagen,Tiguan,12.0,2018.0,volkswagen Tiguan
5799,20995.0,131850.0,manual,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-rline-navipdcgarantie/id/4823426,130.0,volkswagen,Tiguan,0.0,2019.0,volkswagen Tiguan
5800,18399.0,94044.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-act-comfortline-bluemotion/id/4823988,152.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
5801,26099.0,51950.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/tiguan/20-tdi-active/id/4824015,143.0,volkswagen,Tiguan,12.0,2023.0,volkswagen Tiguan
5802,20499.0,73734.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-act-active/id/4824335,142.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
5803,32990.0,74605.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/r-line-15-tsi-act-150-pk-dsg-7-open-dak-acc-camera-apple-carplay/id/4821786,167.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
5804,45490.0,10.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-r-line-15etsi-mhev-150pk-automaatnavisportseatszetelverwarmingapp-connect/id/4822402,146.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5805,35995.0,41384.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/sold-bij-garage-vriens-yves-bv/id/4819982,125.0,volkswagen,Tiguan,12.0,2023.0,volkswagen Tiguan
5806,19500.0,130000.0,automatic,Euro 6d,petrol super,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-tsi-act-opf-dsg-comfortline/id/4818964,129.0,volkswagen,Tiguan,0.0,2020.0,volkswagen Tiguan
5807,33490.0,21728.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-etsi-mhev-act-life-plus-opf-dsg/id/4819313,125.0,volkswagen,Tiguan,0.0,2024.0,volkswagen Tiguan
5808,54990.0,10.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-ehybrid-15-tsi-272-pk-dsg-open-dak-camera-acc-apple-carplay/id/4818765,10.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5809,39990.0,10.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/life-15-etsi-mhev-150-pk-dsg-7-acc-camera-apple-carplay/id/4818764,134.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5810,55490.0,12000.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-r-line-business-premium-15-etsi-110-kw-150-ch-7-vitesses-dsg/id/4817547,141.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5811,46950.0,8450.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-r-line-business-premium-15-etsi-110-kw-150-pk-7-versnellingen-dsg/id/4816686,147.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5812,30990.0,18088.0,automatic,Euro 6b,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-150pk-life-dsg-pano-carplay-cuir/id/4814587,130.0,volkswagen,Tiguan,0.0,2021.0,volkswagen Tiguan
5813,34290.0,11168.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-etsi-mhev-life-plus-opf-dsg/id/4814951,125.0,volkswagen,Tiguan,0.0,2024.0,volkswagen Tiguan
5814,28790.0,77669.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-150pk-dsg-life-company-car-panoramadak-navigatie-dmv-apple-carplay-android-auto-parkeersensoren-adaptive-cruise-control-stoel-en-stuurverwarming-ledverlichting-getinte-ramen-climate-control/id/4813827,159.0,volkswagen,Tiguan,0.0,2021.0,volkswagen Tiguan
5815,41900.0,26900.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-etsi-dsg-r-line-new-model-cam-acc-matrix/id/4814370,149.0,volkswagen,Tiguan,0.0,2024.0,volkswagen Tiguan
5816,29790.0,65000.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-life-15-l-tsi-gpf-96-kw-130-ps-6-speed/id/4811714,126.0,volkswagen,Tiguan,12.0,2023.0,volkswagen Tiguan
5817,15990.0,221871.0,manual,Euro 6b,diesel,https://gocar.be/en/cars/volkswagen/tiguan/20-tdi-scr-comfortline-bmt-r-line/id/4812090,125.0,volkswagen,Tiguan,12.0,2016.0,volkswagen Tiguan
5818,31990.0,30700.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15-tsi-elegance-opf-dsg/id/4809806,130.0,volkswagen,Tiguan,24.0,2022.0,volkswagen Tiguan
5819,25390.0,99746.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-150pk-automaat-highline-team-navigatie-adaptive-cruise-control-stoelstuurverwarming-elektrische-trekhaak-virtual-cockpit/id/4807512,129.0,volkswagen,Tiguan,0.0,2020.0,volkswagen Tiguan
5820,54990.0,10.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-ehybrid-15-tsi-272-pk-dsg-open-dak-camera-acc-apple-carplay/id/4808023,10.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5821,39990.0,10.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/life-15-etsi-mhev-150-pk-dsg-7-acc-camera-apple-carplay/id/4808024,134.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5822,54990.0,10.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-r-line-ehybrid-15-tsi-272-pk-dsg-open-dak-camera-acc-apple-carplay/id/4808037,10.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5823,29990.0,24050.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-15tsi-life-150pk-app-connectblthpdccameradigital-dashboard/id/4806517,1.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
5824,28740.0,61092.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/active-15-tsi-act-opf-96-kw-130-ch-6-vitesses-manuel/id/4806870,143.0,volkswagen,Tiguan,12.0,2023.0,volkswagen Tiguan
5825,34490.0,27403.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/life-business-15-tsi-mhev-130-ch-dsg/id/4807122,139.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
5826,25490.0,91056.0,automatic,Euro 6d-TEMP,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-150pk-dsg-highline-navigatie-apple-carplayandroid-auto-adaptive-cruise-control-parkeersensoren-camera-park-assist-lane-assist-stoel-en-stuurverwarming-getinte-ramen-virtual-cockpit-led-verlichting-voor/id/4805407,134.0,volkswagen,Tiguan,0.0,2020.0,volkswagen Tiguan
5827,24950.0,57000.0,automatic,Euro 6b,petrol,https://gocar.be/en/cars/volkswagen/tiguan/tiguan-14-tsi-4motion-comfortline-bmt-dsg/id/4804136,153.0,volkswagen,Tiguan,12.0,2018.0,volkswagen Tiguan
5828,20950.0,112350.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-150pk-life-gps-sensoren-en-camera/id/4804124,149.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
5829,59990.0,0.0,automatic,Euro 6d-TEMP,hybrid,https://gocar.be/en/cars/volkswagen/tiguan/r-line-15-phev-ehybrid-dsg/id/4802302,10.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5830,33900.0,39900.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-dsg-r-line-gps-360-cam-trekhaak/id/4803178,149.0,volkswagen,Tiguan,0.0,2021.0,volkswagen Tiguan
5831,27490.0,93018.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/highline-15tsi-110kw150cv-dsg7/id/4803065,169.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
5832,24990.0,113100.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/active-15-tsi-act-opf-110-kw-150-pk-7-versnellingen-dsg/id/4800630,158.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
5833,12700.0,102253.0,manual,Euro 5,petrol,https://gocar.be/en/cars/volkswagen/tiguan/14-tsi-r-line-sport-cuirtoitpanogpssensor/id/4798583,149.0,volkswagen,Tiguan,12.0,2015.0,volkswagen Tiguan
5834,32650.0,22850.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-150-pk-dsg-r-line-el-bed-verw-lederen-zetels/id/4799180,156.0,volkswagen,Tiguan,12.0,2021.0,volkswagen Tiguan
5835,45990.0,13988.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/r-line-15-etsi-mhev-150-pk-dsg-7-acc-camera-360-apple-carplay/id/4799365,151.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
5836,39990.0,10.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/life-15-etsi-mhev-150-pk-dsg-7-acc-camera-apple-carplay/id/4799366,134.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5837,49990.0,58100.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-tiguan-r-line-business-premium-15-tsi-ehybrid-130-kw-177-pk-6-versnellingen-dsg/id/4798124,11.0,volkswagen,Tiguan,24.0,2024.0,volkswagen Tiguan
5838,38990.0,0.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/life-plus/id/4798004,125.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5839,38990.0,0.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/life-plus/id/4798009,125.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5840,25990.0,114874.0,automatic,Euro 6d,diesel,https://gocar.be/en/cars/volkswagen/tiguan/iqdrive-20-tdi-scr-110-kw-150-pk-7-versnellingen-dsg/id/4796751,151.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
5841,49990.0,10.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/r-line-15-etsi-mhev-150-pk-dsg-7-acc-camera-360-apple-carplay/id/4796604,140.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5842,50950.0,15.0,automatic,Euro 6,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-tiguan-ehybrid-15-tsi-elegance-dsg-150-kw/id/4796586,41.0,volkswagen,Tiguan,24.0,2025.0,volkswagen Tiguan
5843,49990.0,16.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/r-line-15-etsi-mhev-150-pk-dsg-7-acc-camera-360-apple-carplay/id/4796600,140.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5844,49990.0,10.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/r-line-15-etsi-mhev-150-pk-dsg-7-acc-camera-360-apple-carplay/id/4796603,140.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5845,18950.0,77931.0,manual,Euro 6b,petrol,https://gocar.be/en/cars/volkswagen/tiguan/14-tsi-92-kw-125-ch-6-vitesses-manuel/id/4796756,135.0,volkswagen,Tiguan,12.0,2018.0,volkswagen Tiguan
5846,17490.0,149268.0,automatic,Euro 6b,petrol,https://gocar.be/en/cars/volkswagen/tiguan/14-tsi-highline-garantie-12-mois-1er-prop/id/4796840,135.0,volkswagen,Tiguan,12.0,2017.0,volkswagen Tiguan
5847,49990.0,10.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/r-line-15-etsi-mhev-150-pk-dsg-7-acc-camera-360-apple-carplay/id/4795236,146.0,volkswagen,Tiguan,12.0,2025.0,volkswagen Tiguan
5848,63069.0,42301.0,automatic,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/r-line-black-style-15-tsie-150-pk-dsg-7-automaat/id/4794235,154.0,volkswagen,Tiguan,12.0,2024.0,volkswagen Tiguan
5849,13790.0,160682.0,manual,Euro 5,petrol,https://gocar.be/en/cars/volkswagen/tiguan/14-tsi-highlinecuirtoitgpscarplaycam-360/id/4792697,137.0,volkswagen,Tiguan,12.0,2017.0,volkswagen Tiguan
5850,10990.0,157433.0,manual,Euro 5,petrol,https://gocar.be/en/cars/volkswagen/tiguan/14-tsi-r-line-garantie-12-mois/id/4794097,152.0,volkswagen,Tiguan,12.0,2014.0,volkswagen Tiguan
5851,23490.0,87720.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/active-gpscarplayclim-autoroue-de-secaides/id/4792951,126.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
5852,19900.0,125300.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/15-tsi-comfortline-dsggpscameracarnetgarantie/id/4794051,128.0,volkswagen,Tiguan,12.0,2020.0,volkswagen Tiguan
5853,21299.0,56502.0,manual,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/14-tsi-r-line-acc-pano-navi-cruise-garantie/id/4792535,133.0,volkswagen,Tiguan,12.0,2017.0,volkswagen Tiguan
5854,52990.0,19877.0,automatic,Euro 6d,hybrid - petrol,https://gocar.be/en/cars/volkswagen/tiguan/ehybrid-tiguan-15-tsi-ehybrid-phev-r-line-dsg-200-kw/id/4792639,11.0,volkswagen,Tiguan,24.0,2024.0,volkswagen Tiguan
5855,23490.0,87720.0,manual,Euro 6,petrol,https://gocar.be/en/cars/volkswagen/tiguan/active-gpscarplayclim-autoroue-de-secaides/id/4791893,126.0,volkswagen,Tiguan,12.0,2022.0,volkswagen Tiguan
5856,29495.0,35850.0,automatic,Euro 6d,petrol,https://gocar.be/en/cars/volkswagen/tiguan/life-business-15-tsi-dsg-life-business-15-tsi-dsg-carplay-gps-camera-pdc-cruise-acc-alu-17/id/4792371,151.0,volkswagen,Tiguan,0.0,2023.0,volkswagen Tiguan
