,mileage,transmission,link,price,emission_class,fuel,co2,brand,model,warranty,year,brand_model
5204,63500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/active-10-tsi-795cv-5-manuelle/id/4632471,17990.0,Euro 6d,petrol,110.0,volkswagen,T-Cross,12.0,2022.0,volkswagen T-Cross
5205,82500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-united-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4632473,16490.0,Euro 6d,petrol,133.0,volkswagen,T-Cross,12.0,2021.0,volkswagen T-Cross
5206,86000.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-united-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4632470,16990.0,Euro 6d,petrol,133.0,volkswagen,T-Cross,12.0,2021.0,volkswagen T-Cross
5207,68500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-united-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4632475,16990.0,Euro 6d,petrol,133.0,volkswagen,T-Cross,12.0,2021.0,volkswagen T-Cross
5208,79533.0,manual,https://gocar.be/en/cars/volkswagen/t-roc/10-tsi-activetopstaat/id/4631197,18995.0,Euro 6d,petrol,144.0,volkswagen,T-Roc,0.0,2022.0,volkswagen T-Roc
5209,49060.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/10tsi-automaat/id/4628124,22750.0,Euro 6d,petrol,142.0,volkswagen,T-Cross,12.0,2023.0,volkswagen T-Cross
5210,17740.0,manual,https://gocar.be/en/cars/volkswagen/t-roc/life/id/4626700,23995.0,Euro 6d-TEMP,petrol,149.0,volkswagen,T-Roc,12.0,2024.0,volkswagen T-Roc
5211,24598.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/15-tsi-act-life-dsg-15-tsi-act-life-dsg-carplay-gps-pdc-cruise-alu/id/4624511,26495.0,Euro 6d,petrol,139.0,volkswagen,T-Roc,0.0,2024.0,volkswagen T-Roc
5212,12500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4625451,29425.0,Euro 6,petrol,130.0,volkswagen,T-Cross,12.0,2025.0,volkswagen T-Cross
5213,16000.0,manual,https://gocar.be/en/cars/volkswagen/t-roc/10-tsi-life/id/4624180,24499.0,Euro 6d-TEMP,petrol,118.0,volkswagen,T-Roc,12.0,2023.0,volkswagen T-Roc
5214,15706.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/10-tsi-life/id/4607904,20990.0,Euro 6,petrol,125.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5215,39451.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/15-tsi-act-style-opf-dsg/id/4621419,21490.0,Euro 6d,petrol,125.0,volkswagen,T-Roc,0.0,2020.0,volkswagen T-Roc
5216,13000.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4618047,24990.0,Euro 6,petrol,130.0,volkswagen,T-Cross,12.0,2025.0,volkswagen T-Cross
5217,14540.0,manual,https://gocar.be/en/cars/volkswagen/t-roc/20-tdi-scr-life-20-tdi-scr-life-gps-carplay-pdc-cruise-alu/id/4613881,24995.0,Euro 6d,diesel,131.0,volkswagen,T-Roc,0.0,2024.0,volkswagen T-Roc
5218,19564.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/life-15-tsi-150-pk-dsg-7-adaptative-cruise-control-camera-apple-carplay/id/4613778,26990.0,Euro 6d,petrol,139.0,volkswagen,T-Roc,12.0,2024.0,volkswagen T-Roc
5219,19839.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/life-15-tsi-150-pk-dsg-7-adaptative-cruise-control-camera-apple-carplay/id/4613781,26990.0,Euro 6d,petrol,139.0,volkswagen,T-Roc,12.0,2024.0,volkswagen T-Roc
5220,14724.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/10-tsi-dsg-camera/id/4613998,22995.0,Euro 6d,petrol,142.0,volkswagen,T-Cross,12.0,2023.0,volkswagen T-Cross
5221,21600.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/life-business-10tsi-95pk/id/4610941,21990.0,Euro 6,petrol,129.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5222,12500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4610950,24450.0,Euro 6d,petrol,130.0,volkswagen,T-Cross,12.0,2025.0,volkswagen T-Cross
5223,10000.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-70-kw-95-pk-5-versnellingen-manueel/id/4611410,24450.0,Euro 6,petrol,127.0,volkswagen,T-Cross,12.0,2025.0,volkswagen T-Cross
5224,12500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4610034,24450.0,Euro 6,petrol,130.0,volkswagen,T-Cross,12.0,2025.0,volkswagen T-Cross
5225,19058.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/life-15-tsi-150-pk-dsg-7-adaptative-cruise-control-camera-apple-carplay/id/4605280,26990.0,Euro 6d,petrol,139.0,volkswagen,T-Roc,12.0,2023.0,volkswagen T-Roc
5227,62690.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/t-roc-15tsi-life-150pk-automaatapp-connectzetelverwarmingdigital-dashboardblthcruise/id/4603034,21990.0,Euro 6d,petrol,123.0,volkswagen,T-Roc,12.0,2022.0,volkswagen T-Roc
5228,22500.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-style-business-premium-15-tsi-act-opf-110-kw-150-pk-7-versnellingen-dsg/id/4600490,30990.0,Euro 6d,petrol,134.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5229,12500.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-united-10-tsi-85-kw-115-pk-7-versnellingen/id/4600491,23990.0,Euro 6,petrol,132.0,volkswagen,T-Cross,12.0,2025.0,volkswagen T-Cross
5230,76413.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/life-10tsinavbyappbi-zonescamfrontlaneassist/id/4601611,18990.0,Euro 6d,petrol,146.0,volkswagen,T-Cross,12.0,2022.0,volkswagen T-Cross
5231,75865.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/life-10tsinavbyappbi-zonescamfrontlaneassist/id/4601616,18990.0,Euro 6d,petrol,146.0,volkswagen,T-Cross,12.0,2022.0,volkswagen T-Cross
5232,82998.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/life-10tsi-dsgnavbyappcamsiegeschja17manila/id/4601650,18990.0,Euro 6d,petrol,112.0,volkswagen,T-Cross,12.0,2022.0,volkswagen T-Cross
5233,48250.0,manual,https://gocar.be/en/cars/volkswagen/t-roc/t-roc-10-tsi-style-opf/id/4600110,20990.0,Euro 6d,petrol,119.0,volkswagen,T-Roc,24.0,2021.0,volkswagen T-Roc
5234,12500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/life-business-10tsi-70kw95ch-5v/id/4598397,24950.0,Euro 6,petrol,130.0,volkswagen,T-Cross,12.0,2025.0,volkswagen T-Cross
5235,33444.0,manual,https://gocar.be/en/cars/volkswagen/t-roc/cabriolet-t-roc-cabriolet-style-10-l-tsi-gpf-81-kw-110-ps-6-speed/id/4597600,28490.0,Euro 6d,petrol,130.0,volkswagen,T-Roc,12.0,2023.0,volkswagen T-Roc
5236,56323.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-united-10-tsi-85-kw-115-ch-6-vitesses-manuel/id/4597602,15990.0,Euro 6d,petrol,137.0,volkswagen,T-Cross,12.0,2020.0,volkswagen T-Cross
5237,45000.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/life-business-10tsi-95cv-cameranavacc/id/4592873,20490.0,Euro 6,petrol,129.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5238,10.0,manual,https://gocar.be/en/cars/volkswagen/t-roc/limited/id/4594980,28990.0,Euro 6,petrol,130.0,volkswagen,T-Roc,24.0,2025.0,volkswagen T-Roc
5239,21620.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/15tsi-dsg-r-line-black-pack/id/4595240,34900.0,Euro 6,petrol,144.0,volkswagen,T-Roc,12.0,2024.0,volkswagen T-Roc
5240,20.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/verkocht-vendu-sold/id/4595186,27990.0,Euro 6,petrol,114.0,volkswagen,T-Cross,36.0,2022.0,volkswagen T-Cross
5241,20.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/verkocht-vendu-sold/id/4595195,28950.0,Euro 6,petrol,114.0,volkswagen,T-Cross,0.0,2022.0,volkswagen T-Cross
5242,10.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/r-lineblack19/id/4595210,34250.0,Euro 6,petrol,125.0,volkswagen,T-Roc,12.0,2024.0,volkswagen T-Roc
5243,77950.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-united-10-tsi-70-kw-95-pk-5-versnellingen-manueel/id/4591142,17990.0,Euro 6d,petrol,133.0,volkswagen,T-Cross,12.0,2020.0,volkswagen T-Cross
5244,19157.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/t-roc-15-tsi-life-dsg-adaptative-cruise-conrol-apple-carplay-navi-park-distance-fr/id/4586612,26990.0,Euro 6d,petrol,139.0,volkswagen,T-Roc,12.0,2024.0,volkswagen T-Roc
5245,11000.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4586627,24450.0,Euro 6,petrol,130.0,volkswagen,T-Cross,12.0,2025.0,volkswagen T-Cross
5246,13500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-united-10-tsi-85-kw-115-ch-6-vitesses-manuel/id/4581243,23490.0,Euro 6,petrol,128.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5247,10600.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-10-tsi-opf/id/4579224,21490.0,Euro 6,petrol,146.0,volkswagen,T-Cross,24.0,2024.0,volkswagen T-Cross
5248,13566.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/t-roc-united-15-tsi-110-kw-150-pk-7-versnellingen-dsg-demo/id/4575181,28990.0,Euro 6,petrol,137.0,volkswagen,T-Roc,12.0,2024.0,volkswagen T-Roc
5249,61633.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/t-roc-15tsi-life-150pk-dsg-app-connectzetelverwarmingpdcblthcruise/id/4575401,22490.0,Euro 6d,petrol,123.0,volkswagen,T-Roc,12.0,2023.0,volkswagen T-Roc
5250,12500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4572281,24990.0,Euro 6,petrol,130.0,volkswagen,T-Cross,12.0,2025.0,volkswagen T-Cross
5251,67064.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/10-tsi-style-115/id/4569945,15990.0,Euro 6d-TEMP,petrol,113.0,volkswagen,T-Cross,0.0,2019.0,volkswagen T-Cross
5252,13450.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/10tsi-115pk-dsg-ledcameracarplay/id/4563009,21950.0,Euro 6,petrol,133.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5253,33505.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-10-l-tsi-gpf-70-kw-95-ps-5-speed/id/4563097,18990.0,Euro 6d,petrol,110.0,volkswagen,T-Cross,12.0,2022.0,volkswagen T-Cross
5254,52172.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-10-l-tsi-gpf-81-kw-110-ps-6-speed/id/4563184,17990.0,Euro 6d,petrol,110.0,volkswagen,T-Cross,12.0,2022.0,volkswagen T-Cross
5255,97500.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-style-16-l-tdi-70-kw-95-ps-7-speed-dual-clutch-transmission-dsg/id/4563187,17990.0,Euro 6b,diesel,107.0,volkswagen,T-Cross,12.0,2020.0,volkswagen T-Cross
5256,9000.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/t-roc-15-tsi-r-line-business-dsg/id/4563764,34990.0,Euro 6,petrol,1.0,volkswagen,T-Roc,24.0,2024.0,volkswagen T-Roc
5257,71400.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/t-roc-15-tsi-life-dsg/id/4564194,26990.0,Euro 6,petrol,144.0,volkswagen,T-Roc,24.0,2024.0,volkswagen T-Roc
5258,29800.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-10-l-tsi-gpf-70-kw-95-ps-5-speed/id/4564203,20990.0,Euro 6d,petrol,110.0,volkswagen,T-Cross,24.0,2024.0,volkswagen T-Cross
5259,40000.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-style-15-l-tsi-gpf-110-kw-150-ps-7-speed-dual-clutch-transmission-dsg/id/4564721,24990.0,Euro 6d,petrol,114.0,volkswagen,T-Cross,24.0,2024.0,volkswagen T-Cross
5260,37000.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-style-15-l-tsi-gpf-110-kw-150-ps-7-speed-dual-clutch-transmission-dsg/id/4564729,25990.0,Euro 6d,petrol,136.0,volkswagen,T-Cross,24.0,2024.0,volkswagen T-Cross
5261,36400.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-10-l-tsi-gpf-81-kw-110-ps-7-speed-dual-clutch-transmission-dsg/id/4565004,21990.0,Euro 6d-TEMP,petrol,141.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5262,17000.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-85-kw-115-ch-6-vitesses-manuel/id/4566225,25490.0,Euro 6,petrol,128.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5263,15000.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4566380,23990.0,Euro 6,petrol,129.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5264,67500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/10-tsi-81-kw-110-ch-6-vitesses-manuel/id/4566395,21990.0,Euro 6d,petrol,0.0,volkswagen,T-Cross,12.0,2023.0,volkswagen T-Cross
5265,14500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4566342,23990.0,Euro 6,petrol,129.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5266,12500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4566453,25990.0,Euro 6,petrol,130.0,volkswagen,T-Cross,12.0,2025.0,volkswagen T-Cross
5267,12500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-85-kw-116-ch-6-vitesses-manuel/id/4566472,25990.0,Euro 6,petrol,128.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5268,24500.0,manual,https://gocar.be/en/cars/volkswagen/t-roc/t-roc-10-tsi-life/id/4566564,25990.0,Euro 6d,petrol,0.0,volkswagen,T-Roc,12.0,2024.0,volkswagen T-Roc
5269,22500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4566621,23990.0,Euro 6,petrol,128.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5270,21108.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-10-l-tsi-110-pk-automaat-achtruitrijcamera-digitale-cockpit-apple-carplay-android-auto/id/4567131,21970.0,Euro 6d,petrol,142.0,volkswagen,T-Cross,12.0,2022.0,volkswagen T-Cross
5271,50000.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-10-l-tsi-gpf-85-kw-115-ps-7-speed-dual-clutch-transmission-dsg/id/4567677,20490.0,Euro 6d,petrol,111.0,volkswagen,T-Cross,12.0,2019.0,volkswagen T-Cross
5272,48000.0,manual,https://gocar.be/en/cars/volkswagen/t-roc/t-roc-r-line-10-l-tsi-gpf-81-kw-110-ps-6-speed/id/4567714,24200.0,Euro 6d,petrol,118.0,volkswagen,T-Roc,12.0,2022.0,volkswagen T-Roc
5273,35000.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/c113lv-0-mksuka1-gpf2pf2-gplapla-grbdrbd-gw0mw0m-gw13w13-gw30w30-gyosyos-meph7x2-mhka9ak-maud9wj/id/4563105,19990.0,Euro 6d,petrol,131.0,volkswagen,T-Cross,12.0,2023.0,volkswagen T-Cross
5274,29500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi/id/4563121,20950.0,Euro 6d,petrol,131.0,volkswagen,T-Cross,12.0,2023.0,volkswagen T-Cross
5275,10000.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/10-tsi-life-opf/id/4563132,23990.0,Euro 6,petrol,128.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5276,15000.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/15-tsi-r-line-business-dsg/id/4563831,32990.0,Euro 6d,petrol,145.0,volkswagen,T-Roc,24.0,2024.0,volkswagen T-Roc
5277,33400.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-10-tsi-style-business-premium-opf-dsg/id/4564215,22990.0,Euro 6d,petrol,133.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5278,15000.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross/id/4566355,23990.0,Euro 6,petrol,129.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5279,19500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-10-tsi-life-opf/id/4566362,25490.0,Euro 6,petrol,128.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5280,17500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-10-tsi-life-business-opf/id/4566402,23990.0,Euro 6,petrol,110.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5281,28500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/10-tsi-life-business-opf-70-kw-95-ps-5-speed/id/4566562,20990.0,Euro 6d,petrol,0.0,volkswagen,T-Cross,12.0,2023.0,volkswagen T-Cross
5282,12500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-business-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4566586,23490.0,Euro 6,petrol,130.0,volkswagen,T-Cross,12.0,2025.0,volkswagen T-Cross
5283,31000.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/10-tsi-life-business-opf-70-kw-95-ps-5-speed/id/4566601,18990.0,Euro 6d,petrol,0.0,volkswagen,T-Cross,12.0,2023.0,volkswagen T-Cross
5284,31500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/10-tsi-life-business-opf-70-kw-95-ps-5-speed/id/4566604,19490.0,Euro 6d,petrol,0.0,volkswagen,T-Cross,12.0,2023.0,volkswagen T-Cross
5285,15000.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-10-tsi-70-kw-95-ch-5-vitesses-manuel/id/4566606,24290.0,Euro 6,petrol,127.0,volkswagen,T-Cross,12.0,2025.0,volkswagen T-Cross
5286,25000.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/10-tsi-life-business-opf-70-kw-95-ps-5-speed/id/4566613,21490.0,Euro 6d,petrol,0.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5287,30500.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/10-tsi-life-business-opf-70-kw-95-ps-5-speed/id/4566627,22490.0,Euro 6d,petrol,0.0,volkswagen,T-Cross,12.0,2024.0,volkswagen T-Cross
5288,92328.0,manual,https://gocar.be/en/cars/volkswagen/t-roc/20-tdi-scr-elegance-eu6ap/id/4543912,22490.0,Euro 6d,diesel,114.0,volkswagen,T-Roc,12.0,2021.0,volkswagen T-Roc
5289,78408.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/15-tsidsgunitedvirtual-cockpittrhaakcamera/id/4519904,23890.0,Euro 6d,petrol,149.0,volkswagen,T-Roc,12.0,2021.0,volkswagen T-Roc
5290,28000.0,automatic,https://gocar.be/en/cars/volkswagen/t-roc/cabriolet-15-tsi-style-dsg-eu6ap/id/4448054,32450.0,Euro 6,petrol,149.0,volkswagen,T-Roc,12.0,2022.0,volkswagen T-Roc
5291,89576.0,manual,https://gocar.be/en/cars/volkswagen/t-roc/15tsi-150cv-style-carplaybtja17ph-autaps-x2/id/4444220,19000.0,Euro 6d,petrol,123.0,volkswagen,T-Roc,12.0,2019.0,volkswagen T-Roc
5292,24385.0,manual,https://gocar.be/en/cars/volkswagen/t-roc/110pk/id/4432757,23990.0,Euro 6d,petrol,142.0,volkswagen,T-Roc,12.0,2023.0,volkswagen T-Roc
5293,26700.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/t-cross-life-10-l-tsi-gpf-70-kw-95-ps-5-speed/id/4424619,19490.0,Euro 6d,petrol,110.0,volkswagen,T-Cross,12.0,2022.0,volkswagen T-Cross
5294,68933.0,manual,https://gocar.be/en/cars/volkswagen/t-cross/10-tsi-united-camera-alu-cruise-carplay/id/4375744,17995.0,Euro 6d,petrol,110.0,volkswagen,T-Cross,12.0,2021.0,volkswagen T-Cross
5295,48000.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/10-tsi-style-automaat-business-premium-dsg/id/4370527,21899.0,Euro 6d,petrol,125.0,volkswagen,T-Cross,12.0,2022.0,volkswagen T-Cross
5296,42425.0,automatic,https://gocar.be/en/cars/volkswagen/t-cross/volkswagen-t-cross-united-tsi-110/id/4357567,21990.0,Euro 6,petrol,112.0,volkswagen,T-Cross,0.0,2021.0,volkswagen T-Cross
5297,36400.0,manual,https://gocar.be/en/cars/volkswagen/t-roc/10-tsi-style/id/4323807,19150.0,Euro 6d,petrol,118.0,volkswagen,T-Roc,12.0,2019.0,volkswagen T-Roc
5299,71721.0,automatic,https://gocar.be/en/cars/volkswagen/golf/viii-golf-life-business-10-etsi-81-kw-110-ch-7-vitesses-dsg/id/4904655,21950.0,Euro 6d,petrol,117.0,volkswagen,Golf,12.0,2023.0,volkswagen Golf
5300,120000.0,automatic,https://gocar.be/en/cars/volkswagen/golf-gti/golf-20-8-gti-opf-dsg-1ermain-full-carnet/id/4905051,24990.0,Euro 6d,petrol,125.0,volkswagen,Golf GTI,0.0,2020.0,volkswagen Golf GTI
5301,58800.0,automatic,https://gocar.be/en/cars/volkswagen/golf/viii-golf-10-etsi-life-opf-dsg/id/4905352,23990.0,Euro 6d,petrol,98.0,volkswagen,Golf,12.0,2024.0,volkswagen Golf
5302,28179.0,automatic,https://gocar.be/en/cars/volkswagen/golf-gti/20-tsi/id/4905127,33499.0,Euro 6d,petrol,160.0,volkswagen,Golf GTI,12.0,2023.0,volkswagen Golf GTI
5303,67553.0,automatic,https://gocar.be/en/cars/volkswagen/golf/gte-14-ehybrid-245ch-gte-dsg6/id/4904912,23990.0,Euro 6,hybrid - petrol,125.0,volkswagen,Golf,0.0,2021.0,volkswagen Golf
5306,59262.0,automatic,https://gocar.be/en/cars/volkswagen/golf-gti/20-tsi/id/4905126,32799.0,Euro 6d-TEMP,petrol,171.0,volkswagen,Golf GTI,12.0,2023.0,volkswagen Golf GTI
5308,87997.0,automatic,https://gocar.be/en/cars/volkswagen/golf-gti/20-tsi-gti-performance-bluemotion/id/4905117,22699.0,Euro 6,petrol,166.0,volkswagen,Golf GTI,12.0,2019.0,volkswagen Golf GTI
5309,122208.0,manual,https://gocar.be/en/cars/volkswagen/golf-variant/14-tsi-highline-bluemotion-tech/id/4905145,10399.0,Euro 5,petrol,123.0,volkswagen,Golf Variant,12.0,2015.0,volkswagen Golf Variant
5310,44670.0,manual,https://gocar.be/en/cars/volkswagen/golf/golf-10-tsi-life-opf/id/4905040,21490.0,Euro 6,petrol,125.0,volkswagen,Golf,0.0,2024.0,volkswagen Golf
5312,83885.0,manual,https://gocar.be/en/cars/volkswagen/golf/16-tdi-trendline-bluemotion-tech/id/4905231,10399.0,Euro 5,diesel,98.0,volkswagen,Golf,12.0,2014.0,volkswagen Golf
5313,97745.0,manual,https://gocar.be/en/cars/volkswagen/golf/14-tsi-comfortline-bluemotion/id/4905251,13299.0,Euro 5,petrol,120.0,volkswagen,Golf,12.0,2018.0,volkswagen Golf
5314,79444.0,manual,https://gocar.be/en/cars/volkswagen/golf/12-tsi-comfortline-bluemotion-tech/id/4905247,12799.0,Euro 5,petrol,114.0,volkswagen,Golf,12.0,2016.0,volkswagen Golf
5315,63700.0,automatic,https://gocar.be/en/cars/volkswagen/golf/viii-golf-10-etsi-life-opf-dsg/id/4905353,23990.0,Euro 6d,petrol,98.0,volkswagen,Golf,12.0,2024.0,volkswagen Golf
5316,26663.0,manual,https://gocar.be/en/cars/volkswagen/golf-variant/10-tsi-comfortline-bluemotion/id/4905495,16899.0,Euro 6d,petrol,129.0,volkswagen,Golf Variant,12.0,2020.0,volkswagen Golf Variant
5317,74000.0,automatic,https://gocar.be/en/cars/volkswagen/golf/golf-10-tsi-opf-dsg-join-pano-navi-cam/id/4903862,17500.0,Euro 6d-TEMP,petrol,109.0,volkswagen,Golf,12.0,2019.0,volkswagen Golf
5318,29900.0,automatic,https://gocar.be/en/cars/volkswagen/golf/golf-15-etsi-active-dsg-app-gps-camera/id/4904359,22490.0,Euro 6d,petrol,56.0,volkswagen,Golf,12.0,2021.0,volkswagen Golf
5319,137000.0,manual,https://gocar.be/en/cars/volkswagen/golf/golf-10tsicarplaygarantie12mois/id/4903979,9990.0,Euro 6,petrol,125.0,volkswagen,Golf,12.0,2017.0,volkswagen Golf
5321,137530.0,manual,https://gocar.be/en/cars/volkswagen/golf/14-tsi-comfortline-bluemotion/id/4903332,12099.0,Euro 5,petrol,120.0,volkswagen,Golf,12.0,2017.0,volkswagen Golf
5322,107000.0,automatic,https://gocar.be/en/cars/volkswagen/golf/15tsi-pano-led-int-auto-iq-light-camera/id/4904375,20450.0,Euro 6d,petrol,125.0,volkswagen,Golf,12.0,2020.0,volkswagen Golf
5324,15000.0,automatic,https://gocar.be/en/cars/volkswagen/golf/auto-19-r-line-apple-carplay-tva/id/4903985,22750.0,Euro 6d,petrol,60.0,volkswagen,Golf,0.0,2022.0,volkswagen Golf
5325,139791.0,manual,https://gocar.be/en/cars/volkswagen/golf/16-tdi-app-connect-zetelverwarming-adaptive-crui/id/4904354,12990.0,Euro 6d-TEMP,diesel,127.0,volkswagen,Golf,12.0,2019.0,volkswagen Golf
5326,96141.0,manual,https://gocar.be/en/cars/volkswagen/golf/golf-10-tsi-bmt-comfortline-233eurx60m/id/4903982,11990.0,Euro 6,petrol,112.0,volkswagen,Golf,0.0,2017.0,volkswagen Golf
5327,82506.0,manual,https://gocar.be/en/cars/volkswagen/golf/viii-basic-10-tsi-90-pk-5-versnellingen/id/4902201,16990.0,Euro 6d,petrol,120.0,volkswagen,Golf,12.0,2021.0,volkswagen Golf
5329,35735.0,manual,https://gocar.be/en/cars/volkswagen/golf/viii-r-line-toit-ouvrant-gps-camera-sieges-chauffants/id/4902010,22990.0,Euro 6d,petrol,117.0,volkswagen,Golf,12.0,2021.0,volkswagen Golf
